"PolicyName","VersionId","IsDefaultVersion","CreateDate","ServiceWildcard","ServicesAffected","PrivilegeEscalation","ResourceExposure","DataExfiltration","CredentialsExposure","InfrastructureModification","PrivilegeEscalation_CreateAccessKey","PrivilegeEscalation_CreateLoginProfile","PrivilegeEscalation_UpdateLoginProfile","PrivilegeEscalation_CreateNewPolicyVersion","PrivilegeEscalation_SetExistingDefaultPolicyVersion","PrivilegeEscalation_AttachUserPolicy","PrivilegeEscalation_AttachGroupPolicy","PrivilegeEscalation_AttachRolePolicy","PrivilegeEscalation_PutUserPolicy","PrivilegeEscalation_PutGroupPolicy","PrivilegeEscalation_PutRolePolicy","PrivilegeEscalation_AddUserToGroup","PrivilegeEscalation_UpdateRolePolicyToAssumeIt","PrivilegeEscalation_CreateEC2WithExistingIP","PrivilegeEscalation_PassExistingRoleToNewLambdaThenInvoke","PrivilegeEscalation_PassExistingRoleToNewLambdaThenTriggerWithNewDynamo","PrivilegeEscalation_PassExistingRoleToNewLambdaThenTriggerWithExistingDynamo","PrivilegeEscalation_PassExistingRoleToNewGlueDevEndpoint","PrivilegeEscalation_PassExistingRoleToCloudFormation","PrivilegeEscalation_PassExistingRoleToNewDataPipeline","PrivilegeEscalation_UpdateExistingGlueDevEndpoint","PrivilegeEscalation_EditExistingLambdaFunctionWithRole"
"AWSIoTSiteWiseMonitorServiceRolePolicy","v1",False,"2019-11-14T00:59:10+00:00",0,1,"",3,0,0,11,"","","","","","","","","","","","","","","","","","","","","",""
"AWSIoTSiteWiseMonitorServiceRolePolicy","v2",True,"2019-12-13T22:19:25+00:00",0,1,"",3,0,0,11,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonESFullAccess","v1",True,"2015-10-01T19:14:00+00:00",1,1,"",2,0,0,11,"","","","","","","","","","","","","","","","","","","","","",""
"AWSDataSyncReadOnlyAccess","v1",False,"2019-01-18T19:18:44+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSDataSyncReadOnlyAccess","v2",False,"2020-01-24T17:59:11+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSDataSyncReadOnlyAccess","v3",True,"2020-06-30T17:59:22+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonEKSServiceRolePolicy","v1",False,"2020-02-21T20:10:47+00:00",0,1,"",1,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonEKSServiceRolePolicy","v2",True,"2020-05-27T19:30:19+00:00",0,1,"",1,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonPersonalizeFullAccess","v1",False,"2018-12-04T22:24:33+00:00",1,2,"",1,0,0,21,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonPersonalizeFullAccess","v2",True,"2019-05-30T23:46:59+00:00",1,2,"",1,0,0,21,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonDRSVPCManagement","v1",True,"2015-09-02T00:09:20+00:00",0,1,"",0,0,0,5,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonEventBridgeSchemasFullAccess","v1",True,"2019-11-28T23:12:53+00:00",1,1,"",0,0,0,17,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRekognitionReadOnlyAccess","v6",True,"2020-10-15T22:07:44+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRekognitionReadOnlyAccess","v1",False,"2016-11-30T14:58:06+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRekognitionReadOnlyAccess","v2",False,"2017-12-06T23:28:39+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRekognitionReadOnlyAccess","v5",False,"2020-07-06T20:21:19+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRekognitionReadOnlyAccess","v4",False,"2020-02-20T21:26:20+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRekognitionReadOnlyAccess","v3",False,"2020-01-08T20:02:40+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AdministratorAccess","v1",True,"2015-02-06T18:39:46+00:00",230,172,"",294,5,24,3193,1,1,1,1,1,1,1,2,1,1,2,1,2,2,3,5,3,2,2,2,1,1
"AWSElasticBeanstalkWorkerTier","v6",True,"2020-09-09T19:53:40+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWorkerTier","v1",False,"2016-02-08T23:12:02+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWorkerTier","v2",False,"2016-03-07T23:38:26+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWorkerTier","v5",False,"2019-03-01T00:07:00+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWorkerTier","v4",False,"2016-12-21T02:01:55+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWorkerTier","v3",False,"2016-12-09T18:29:00+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSAppSyncInvokeFullAccess","v1",True,"2018-03-20T21:21:20+00:00",0,1,"",0,0,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticLoadBalancingServiceRolePolicy","v6",True,"2020-05-19T16:40:28+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticLoadBalancingServiceRolePolicy","v1",False,"2017-09-19T22:19:04+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticLoadBalancingServiceRolePolicy","v2",False,"2018-05-14T21:18:07+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticLoadBalancingServiceRolePolicy","v5",False,"2020-05-05T19:32:02+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticLoadBalancingServiceRolePolicy","v4",False,"2019-10-07T22:55:16+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticLoadBalancingServiceRolePolicy","v3",False,"2019-03-18T21:51:14+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonEventBridgeSchemasReadOnlyAccess","v1",False,"2019-11-28T23:05:57+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonEventBridgeSchemasReadOnlyAccess","v2",True,"2020-05-01T00:50:53+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v6",False,"2019-11-05T22:11:42+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v1",False,"2016-12-01T19:03:41+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v8",False,"2020-01-02T20:06:42+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v9",False,"2020-04-02T16:49:01+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v7",False,"2019-11-25T20:37:05+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v2",False,"2018-10-03T19:36:58+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v5",False,"2019-11-05T20:48:33+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v4",False,"2019-10-08T20:26:25+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v3",False,"2018-11-15T21:38:34+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v11",True,"2020-09-14T16:04:04+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeBuildReadOnlyAccess","v10",False,"2020-07-30T18:28:43+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonCloudDirectoryFullAccess","v1",True,"2017-02-25T00:41:39+00:00",1,1,"",0,0,0,32,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonGlacierFullAccess","v1",True,"2015-02-06T18:40:28+00:00",1,1,"",6,0,0,18,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonEKSClusterPolicy","v1",False,"2018-05-27T21:06:14+00:00",0,3,"",0,0,0,25,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonEKSClusterPolicy","v2",False,"2018-10-03T20:56:30+00:00",0,4,"",1,0,0,26,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonEKSClusterPolicy","v4",True,"2020-02-21T20:10:11+00:00",0,4,"",1,0,0,26,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonEKSClusterPolicy","v3",False,"2019-05-22T22:04:46+00:00",0,4,"",1,0,0,26,"","","","","","","","","","","","","","","","","","","","","",""
"AWSImageBuilderFullAccess","v1",True,"2019-12-20T18:25:12+00:00",1,1,"",3,0,0,22,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWebTier","v6",False,"2019-03-01T00:04:49+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWebTier","v1",False,"2016-02-08T23:08:54+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWebTier","v7",True,"2020-09-09T19:38:36+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWebTier","v2",False,"2016-03-07T23:35:40+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWebTier","v5",False,"2017-12-19T21:52:56+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWebTier","v4",False,"2016-12-21T02:06:25+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkWebTier","v3",False,"2016-12-09T18:31:17+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkLinkReadOnly","v1",False,"2019-01-23T19:07:10+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkLinkReadOnly","v2",False,"2019-08-01T21:35:07+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkLinkReadOnly","v3",True,"2019-09-23T18:37:21+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"CloudFormationStackSetsOrgAdminServiceRolePolicy","v1",True,"2019-12-10T00:20:05+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSLambdaReadOnlyAccess","v6",False,"2017-05-04T18:22:29+00:00",0,1,"",0,1,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AWSLambdaReadOnlyAccess","v1",False,"2015-02-06T18:40:44+00:00",0,1,"",0,1,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AWSLambdaReadOnlyAccess","v8",True,"2018-09-06T18:04:54+00:00",0,1,"",0,1,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AWSLambdaReadOnlyAccess","v7",False,"2017-11-27T23:27:20+00:00",0,1,"",0,1,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AWSLambdaReadOnlyAccess","v2",False,"2015-04-09T15:55:30+00:00",0,1,"",0,1,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AWSLambdaReadOnlyAccess","v5",False,"2016-12-01T16:08:47+00:00",0,1,"",0,1,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AWSLambdaReadOnlyAccess","v4",False,"2016-05-09T21:02:07+00:00",0,1,"",0,1,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AWSLambdaReadOnlyAccess","v3",False,"2015-10-08T16:15:48+00:00",0,1,"",0,1,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkMaintenance","v1",False,"2019-01-11T23:22:52+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElasticBeanstalkMaintenance","v2",True,"2019-06-04T17:48:27+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonAPIGatewayAdministrator","v1",True,"2015-07-09T17:34:45+00:00",1,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElementalMediaConvertFullAccess","v1",False,"2018-06-25T19:25:35+00:00",1,2,"",1,0,0,12,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElementalMediaConvertFullAccess","v2",True,"2019-06-10T22:52:25+00:00",1,2,"",1,0,0,12,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonEKSForFargateServiceRolePolicy","v1",True,"2019-11-22T04:36:25+00:00",0,1,"",1,0,0,2,"","","","","","","","","","","","","","","","","","","","","",""
"WAFRegionalLoggingServiceRolePolicy","v1",True,"2018-08-24T18:40:55+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonElasticTranscoder_ReadOnlyAccess","v1",False,"2018-06-07T21:09:56+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonElasticTranscoder_ReadOnlyAccess","v2",True,"2019-06-10T22:48:32+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkMailFullAccess","v6",False,"2019-05-13T15:21:29+00:00",2,7,"",4,0,0,80,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkMailFullAccess","v1",False,"2015-02-06T18:40:41+00:00",2,4,"",3,0,0,74,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkMailFullAccess","v8",False,"2019-10-28T15:41:18+00:00",2,7,"",4,0,0,80,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkMailFullAccess","v9",True,"2019-12-09T11:52:56+00:00",2,7,"",4,0,0,80,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkMailFullAccess","v7",False,"2019-10-21T13:12:13+00:00",2,7,"",4,0,0,80,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkMailFullAccess","v2",False,"2015-03-24T18:12:57+00:00",2,4,"",3,0,0,76,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkMailFullAccess","v5",False,"2019-01-10T18:52:26+00:00",2,5,"",3,0,0,77,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkMailFullAccess","v4",False,"2018-11-21T18:02:01+00:00",2,4,"",3,0,0,76,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonWorkMailFullAccess","v3",False,"2017-04-20T08:35:49+00:00",2,4,"",3,0,0,76,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeDeployRoleForLambda","v1",False,"2017-11-28T14:05:44+00:00",0,3,"",0,1,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeDeployRoleForLambda","v2",False,"2017-12-01T22:32:58+00:00",0,3,"",0,1,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeDeployRoleForLambda","v3",True,"2019-12-03T19:53:10+00:00",0,3,"",0,1,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"AWSBackupOperatorAccess","v1",False,"2019-11-18T22:23:17+00:00",0,1,"",0,0,0,4,"","","","","","","","","","","","","","","","","","","","","",""
"AWSBackupOperatorAccess","v2",False,"2020-01-13T16:15:02+00:00",0,1,"",0,0,0,5,"","","","","","","","","","","","","","","","","","","","","",""
"AWSBackupOperatorAccess","v5",True,"2020-09-14T22:35:03+00:00",0,1,"",0,0,0,5,"","","","","","","","","","","","","","","","","","","","","",""
"AWSBackupOperatorAccess","v4",False,"2020-06-24T16:24:21+00:00",0,1,"",0,0,0,5,"","","","","","","","","","","","","","","","","","","","","",""
"AWSBackupOperatorAccess","v3",False,"2020-05-29T21:52:16+00:00",0,1,"",0,0,0,5,"","","","","","","","","","","","","","","","","","","","","",""
"AWSMarketplaceMeteringFullAccess","v1",True,"2016-03-17T22:39:22+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonDynamoDBFullAccesswithDataPipeline","v1",False,"2015-02-06T18:40:14+00:00",3,7,"",10,1,0,82,"","","","","","","","","","","","","",2,"","","","","",2,"",""
"AmazonDynamoDBFullAccesswithDataPipeline","v2",True,"2015-11-12T02:17:42+00:00",4,8,"",17,1,0,112,"","","","","","","","","","","","","",2,3,5,3,"","",2,"",1
"SecurityAudit","v6",False,"2016-08-25T20:26:01+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v1",False,"2015-02-06T18:41:01+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v8",False,"2016-11-10T20:06:43+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v9",False,"2016-12-09T18:51:11+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v7",False,"2016-09-20T19:41:21+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v12",False,"2017-07-12T20:16:44+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v15",False,"2018-01-17T18:46:08+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v23",False,"2018-10-16T20:29:56+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v24",False,"2018-11-05T19:03:40+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v25",False,"2019-01-11T01:51:30+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v22",False,"2018-09-17T20:33:00+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v14",False,"2018-01-03T17:58:38+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v13",False,"2017-10-11T18:36:05+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v31",False,"2019-10-15T21:02:23+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v30",False,"2019-08-16T10:06:35+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v2",False,"2015-04-21T16:44:38+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v5",False,"2016-07-28T17:01:44+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v4",False,"2015-12-14T17:19:36+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v3",False,"2015-06-15T22:13:40+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v16",False,"2018-02-05T21:51:47+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v29",False,"2019-07-18T20:16:48+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v11",False,"2017-05-31T21:34:02+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v27",False,"2019-04-29T18:33:52+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v18",False,"2018-05-01T20:06:14+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v20",False,"2018-07-30T18:30:09+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v21",False,"2018-09-10T22:49:44+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v26",False,"2019-03-22T16:38:42+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v19",False,"2018-05-15T18:30:21+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v10",False,"2017-03-23T18:50:24+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v17",False,"2018-03-12T20:01:32+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v28",False,"2019-06-06T18:09:18+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v32",False,"2020-02-25T16:08:50+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"SecurityAudit","v33",True,"2020-09-28T18:51:23+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSRoboMakerServicePolicy","v1",False,"2018-11-26T06:30:08+00:00",0,4,"",2,0,0,6,"","","","","","","","","","","","","","","","","","","","","",""
"AWSRoboMakerServicePolicy","v2",False,"2019-04-04T22:15:35+00:00",0,4,"",2,0,0,6,"","","","","","","","","","","","","","","","","","","","","",""
"AWSRoboMakerServicePolicy","v5",True,"2020-08-04T20:38:08+00:00",0,5,"",2,0,0,7,"","","","","","","","","","","","","","","","","","","","","",""
"AWSRoboMakerServicePolicy","v4",False,"2020-02-04T19:33:08+00:00",0,5,"",2,0,0,7,"","","","","","","","","","","","","","","","","","","","","",""
"AWSRoboMakerServicePolicy","v3",False,"2020-01-23T20:44:52+00:00",0,5,"",2,0,0,7,"","","","","","","","","","","","","","","","","","","","","",""
"AWSLambdaDynamoDBExecutionRole","v1",True,"2015-04-09T15:09:29+00:00",0,1,"",0,0,0,3,"","","","","","","","","","","","","","","","","","","","","",""
"IAMReadOnlyAccess","v1",False,"2015-02-06T18:40:39+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"IAMReadOnlyAccess","v2",False,"2015-04-21T16:01:34+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"IAMReadOnlyAccess","v4",True,"2018-01-25T19:11:27+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"IAMReadOnlyAccess","v3",False,"2016-09-06T17:06:37+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSVPCS2SVpnServiceRolePolicy","v1",True,"2019-08-06T14:13:58+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRDSEnhancedMonitoringRole","v1",True,"2015-11-11T19:58:29+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonESReadOnlyAccess","v1",False,"2015-10-01T19:18:24+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonESReadOnlyAccess","v2",True,"2018-10-03T03:32:56+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonFraudDetectorFullAccessPolicy","v1",True,"2019-12-03T22:46:26+00:00",1,2,"",1,0,0,24,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonTimestreamFullAccess","v1",True,"2020-09-30T21:47:14+00:00",1,1,"",1,0,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"IAMAccessAdvisorReadOnly","v1",True,"2019-06-21T19:33:45+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeStarFullAccess","v1",False,"2017-04-19T16:23:19+00:00",1,1,"",5,0,0,12,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeStarFullAccess","v2",True,"2018-01-10T21:54:06+00:00",1,1,"",5,0,0,12,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonCodeGuruProfilerReadOnlyAccess","v1",False,"2019-12-03T10:30:15+00:00",0,1,"",0,0,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonCodeGuruProfilerReadOnlyAccess","v2",False,"2020-04-06T20:34:53+00:00",0,1,"",0,0,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonCodeGuruProfilerReadOnlyAccess","v3",True,"2020-06-27T23:52:52+00:00",0,1,"",0,0,0,1,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRoute53FullAccess","v1",False,"2015-02-06T18:40:54+00:00",1,1,"",0,0,0,18,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRoute53FullAccess","v2",False,"2017-02-14T21:25:53+00:00",2,1,"",0,0,0,18,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRoute53FullAccess","v4",True,"2018-12-20T21:42:00+00:00",2,1,"",0,0,0,18,"","","","","","","","","","","","","","","","","","","","","",""
"AmazonRoute53FullAccess","v3",False,"2017-11-13T22:22:04+00:00",2,1,"",0,0,0,18,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeDeployRoleForCloudFormation","v1",True,"2020-05-19T17:12:52+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSElementalMediaStoreReadOnly","v1",True,"2018-03-08T19:48:22+00:00",0,0,"",0,0,0,0,"","","","","","","","","","","","","","","","","","","","","",""
"AWSKeyManagementServicePowerUser","v1",False,"2015-02-06T18:40:40+00:00",0,1,"",0,0,0,2,"","","","","","","","","","","","","","","","","","","","","",""
"AWSKeyManagementServicePowerUser","v2",True,"2017-03-07T00:55:11+00:00",0,1,"",0,0,0,4,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeCommitFullAccess","v6",False,"2019-12-03T07:56:31+00:00",1,4,"",0,0,0,53,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeCommitFullAccess","v1",False,"2015-07-09T17:02:19+00:00",1,1,"",0,0,0,42,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeCommitFullAccess","v8",False,"2020-06-24T17:08:06+00:00",1,4,"",0,0,0,53,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeCommitFullAccess","v9",True,"2020-07-30T23:17:35+00:00",1,4,"",0,0,0,53,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeCommitFullAccess","v7",False,"2020-03-26T16:23:20+00:00",1,4,"",0,0,0,53,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeCommitFullAccess","v2",False,"2017-11-20T20:04:31+00:00",1,1,"",0,0,0,42,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeCommitFullAccess","v5",False,"2019-11-05T23:00:26+00:00",1,2,"",0,0,0,47,"","","","","","","","","","","","","","","","","","","","","",""
"AWSCodeCommitFullAccess","v4",False,"2019-11-05T21:02:49+00:00",1,2,"",0,0,0,47,"","","","","","","","","","","","","","","","","","","","","",""
